graph_id,s,policy_type,start_node,policy_valid,status,worst_cost,terminated,steps
medium_n50_s4_a3_case1_seed124,4,baseline_bestcase,0,1,ok,99.012273,1,8
medium_n50_s4_a3_case1_seed124,4,baseline_worst_immediate,0,1,ok,99.995830,1,8
medium_n50_s4_a3_case1_seed124,4,vi,0,1,ok,56.544250,1,5
medium_n50_s4_a3_case2_seed125,4,baseline_nominal,0,1,ok,96.139629,1,9
medium_n50_s4_a3_case2_seed125,4,baseline_bestcase,0,1,ok,107.615160,1,8
medium_n50_s4_a3_case2_seed125,4,baseline_worst_immediate,0,1,ok,98.980623,1,9
medium_n50_s4_a3_case2_seed125,4,vi,0,1,ok,63.690315,1,7
medium_n50_s4_a3_case3_seed126,4,baseline_nominal,0,1,ok,94.506553,1,7
medium_n50_s4_a3_case3_seed126,4,baseline_bestcase,0,1,ok,105.727938,1,8
medium_n50_s4_a3_case3_seed126,4,baseline_worst_immediate,0,1,ok,93.241043,1,8
medium_n50_s4_a3_case3_seed126,4,vi,0,1,ok,64.106204,1,6
medium_n50_s4_a3_case4_seed127,4,baseline_nominal,0,1,ok,110.659879,1,7
medium_n50_s4_a3_case4_seed127,4,baseline_bestcase,0,1,ok,103.379859,1,8
medium_n50_s4_a3_case4_seed127,4,baseline_worst_immediate,0,1,ok,78.258228,1,7
medium_n50_s4_a3_case4_seed127,4,vi,0,1,ok,62.742961,1,7
medium_n50_s4_a3_case5_seed128,4,baseline_nominal,0,1,ok,80.955851,1,7
medium_n50_s4_a3_case5_seed128,4,baseline_bestcase,0,1,ok,87.132480,1,8
medium_n50_s4_a3_case5_seed128,4,baseline_worst_immediate,0,1,ok,76.128766,1,8
medium_n50_s4_a3_case5_seed128,4,vi,0,1,ok,50.346199,1,6
medium_n50_s4_a3_case6_seed129,4,baseline_nominal,0,1,ok,90.309670,1,6
